,Unnamed: 0,Unnamed: 0.1,id,label,template,placeholders,nr_instances,err
5709,5709,5709,151422,moving scissors up,Moving [something] up,['scissors'],2,
5720,5720,5720,187605,putting perfume on a surface,Putting [something] on a surface,['perfume'],2,
5756,5756,5756,142288,putting pen on a surface,Putting [something] on a surface,['pen'],2,
5764,5764,5764,4722,pushing remote from left to right,Pushing [something] from left to right,['remote'],2,
5777,5777,5777,57734,putting spoon on a surface,Putting [something] on a surface,['spoon'],2,
5802,5802,5802,209691,taking a knife,Taking [one of many similar things on the table],['knife'],2,
5818,5818,5818,46290,pushing plastic bottle from right to left,Pushing [something] from right to left,['bottle'],2,
5852,5852,5852,22234,pushing a cup from right to left,Pushing [something] from right to left,['cup'],2,
5860,5860,5860,58067,putting watch on a surface,Putting [something] on a surface,['watch'],2,
5866,5866,5866,188579,covering watch with paper,Covering [something] with [something],"['watch', 'paper']",3,
5889,5889,5889,67418,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
5934,5934,5934,80127,putting a wallet on a surface,Putting [something] on a surface,['wallet'],2,
5953,5953,5953,76739,pushing cup from right to left,Pushing [something] from right to left,['cup'],2,
5975,5975,5975,170126,moving a wallet up,Moving [something] up,['wallet'],2,
5988,5988,5988,41175,moving glasses down,Moving [something] down,['glass'],2,
5992,5992,5992,52174,moving a toy up,Moving [something] up,['toy'],2,
5996,5996,5996,133280,moving pendrive up,Moving [something] up,['pendrive'],2,
5999,5999,5999,71273,covering cup with towel,Covering [something] with [something],"['cup', 'towel']",3,e_frame - s_frame < 4
6005,6005,6005,93010,pushing remote from left to right,Pushing [something] from left to right,['remote'],2,
6006,6006,6006,23906,uncovering nail polish,Uncovering [something],['nail polish'],2,
6010,6010,6010,29872,putting a remote on a surface,Putting [something] on a surface,['remote'],2,
6018,6018,6018,204439,pushing a pen from right to left,Pushing [something] from right to left,['pen'],2,
6034,6034,6034,52481,pushing key from left to right,Pushing [something] from left to right,['key'],2,
6054,6054,6054,17634,moving glasses down,Moving [something] down,['glass'],2,
6071,6071,6071,45756,covering a bowl with towel,Covering [something] with [something],"['bowl', 'towel']",3,
6087,6087,6087,49050,pushing spoon from left to right,Pushing [something] from left to right,['spoon'],2,
6089,6089,6089,208900,putting onion on a surface,Putting [something] on a surface,['onion'],2,
6094,6094,6094,56520,pushing toothpaste from left to right,Pushing [something] from left to right,['toothpaste'],2,
6121,6121,6121,180968,pushing tissue from left to right,Pushing [something] from left to right,['tissue'],2,
6122,6122,6122,85025,taking pen,Taking [one of many similar things on the table],['pen'],2,
6136,6136,6136,176203,putting mug on a surface,Putting [something] on a surface,['mug'],2,
6144,6144,6144,203925,pushing wallet from left to right,Pushing [something] from left to right,['wallet'],2,
6198,6198,6198,128834,moving mobile up,Moving [something] up,['phone'],2,
6203,6203,6203,119264,taking coin,Taking [one of many similar things on the table],['coin'],2,
6218,6218,6218,46371,uncovering pen,Uncovering [something],['pen'],2,e_frame - s_frame < 4
6254,6254,6254,53987,taking plate,Taking [one of many similar things on the table],['plate'],2,
6295,6295,6295,67386,pushing tube from left to right,Pushing [something] from left to right,['tube'],2,
6308,6308,6308,11605,covering mp3 player with tissue,Covering [something] with [something],"['player', 'tissue']",3,
6328,6328,6328,36172,pushing perfume from right to left,Pushing [something] from right to left,['perfume'],2,
6341,6341,6341,205935,pushing a wallet from left to right,Pushing [something] from left to right,['wallet'],2,
6350,6350,6350,117527,moving lipstick up,Moving [something] up,['lipstick'],2,
6352,6352,6352,188291,taking wrist watch,Taking [one of many similar things on the table],['watch'],2,
6366,6366,6366,193590,uncovering cup,Uncovering [something],['cup'],2,
6413,6413,6413,181901,taking a tape,Taking [one of many similar things on the table],['tape'],2,
6417,6417,6417,84783,moving color pencils down,Moving [something] down,['pen'],2,
6426,6426,6426,18268,pushing pen from right to left,Pushing [something] from right to left,['pen'],2,
6462,6462,6462,125537,putting pen on a surface,Putting [something] on a surface,['pen'],2,
6467,6467,6467,20219,uncovering lipstick,Uncovering [something],['lipstick'],2,e_frame - s_frame < 4
6496,6496,6496,63795,pushing pot from left to right,Pushing [something] from left to right,['pot'],2,
6511,6511,6511,114549,pushing cell phone from left to right,Pushing [something] from left to right,['phone'],2,
6514,6514,6514,54312,pushing pencil from right to left,Pushing [something] from right to left,['pen'],2,
6551,6551,6551,47326,moving tv remote up,Moving [something] up,['remote'],2,
6565,6565,6565,211448,pushing jar from right to left,Pushing [something] from right to left,['jar'],2,
6628,6628,6628,47563,moving wallet down,Moving [something] down,['wallet'],2,
6632,6632,6632,94370,pushing marker pen from right to left,Pushing [something] from right to left,['marker'],2,
6634,6634,6634,171992,taking pen,Taking [one of many similar things on the table],['pen'],2,
6667,6667,6667,130333,moving book down,Moving [something] down,['book'],2,
6684,6684,6684,2624,pushing comb from left to right,Pushing [something] from left to right,['comb'],2,
6690,6690,6690,189048,moving brush down,Moving [something] down,['brush'],2,
6734,6734,6734,95296,moving brush up,Moving [something] up,['brush'],2,
6745,6745,6745,52506,pushing a wallet from left to right,Pushing [something] from left to right,['wallet'],2,
6752,6752,6752,181487,putting a phone on a surface,Putting [something] on a surface,['phone'],2,
6756,6756,6756,77797,moving toy car down,Moving [something] down,['toy car'],2,
6764,6764,6764,10620,covering bottle with paper,Covering [something] with [something],"['bottle', 'paper']",3,e_frame - s_frame < 4
6767,6767,6767,193793,putting a bag on a surface,Putting [something] on a surface,['bag'],2,
6783,6783,6783,6769,pushing key from left to right,Pushing [something] from left to right,['key'],2,
6806,6806,6806,212242,taking apple,Taking [one of many similar things on the table],['apple'],2,e_frame - s_frame < 4
6831,6831,6831,43614,moving sponge down,Moving [something] down,['sponge'],2,
6854,6854,6854,185408,taking coins,Taking [one of many similar things on the table],['coin'],2,
6867,6867,6867,30319,moving a banana down,Moving [something] down,['banana'],2,
6872,6872,6872,154198,moving book down,Moving [something] down,['book'],2,
6881,6881,6881,149873,moving book up,Moving [something] up,['book'],2,
6910,6910,6910,16878,pushing keys from left to right,Pushing [something] from left to right,['key'],2,
6918,6918,6918,85238,taking remote,Taking [one of many similar things on the table],['remote'],2,
6938,6938,6938,101993,uncovering sponge,Uncovering [something],['sponge'],2,
6948,6948,6948,125792,putting cd on a surface,Putting [something] on a surface,['cd'],2,
6964,6964,6964,24762,putting a deodorant on a surface,Putting [something] on a surface,['deodorant'],2,
6976,6976,6976,34515,moving scissors up,Moving [something] up,['scissors'],2,
6984,6984,6984,74941,pushing adapter from right to left,Pushing [something] from right to left,['adapter'],2,
6991,6991,6991,153632,pushing box from left to right,Pushing [something] from left to right,['box'],2,False
6996,6996,6996,43569,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
7039,7039,7039,119095,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
7060,7060,7060,199357,pushing adapter from right to left,Pushing [something] from right to left,['adapter'],2,
7071,7071,7071,59863,moving mug up,Moving [something] up,['mug'],2,
7113,7113,7113,74610,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
7115,7115,7115,116535,covering sharpener with tissue,Covering [something] with [something],"['sharpener', 'tissue']",3,
7118,7118,7118,918,taking remote,Taking [one of many similar things on the table],['remote'],2,
7119,7119,7119,123700,pushing marker from right to left,Pushing [something] from right to left,['marker'],2,
7125,7125,7125,94771,pushing glass from right to left,Pushing [something] from right to left,['glass'],2,
7162,7162,7162,179562,putting tissue on a surface,Putting [something] on a surface,['tissue'],2,
7170,7170,7170,62626,moving plastic spoon up,Moving [something] up,['spoon'],2,
7186,7186,7186,201225,moving pen down,Moving [something] down,['pen'],2,
7233,7233,7233,216630,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
7236,7236,7236,130838,moving keys down,Moving [something] down,['key'],2,False
7247,7247,7247,65089,pushing glasses from left to right,Pushing [something] from left to right,['glass'],2,False
7251,7251,7251,159559,taking leaf,Taking [one of many similar things on the table],['leaf'],2,
7258,7258,7258,20249,pushing key from left to right,Pushing [something] from left to right,['key'],2,
7264,7264,7264,181667,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
7270,7270,7270,128790,uncovering pen,Uncovering [something],['pen'],2,e_frame - s_frame < 4
7272,7272,7272,208151,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
7286,7286,7286,18064,covering a remote with a blanket,Covering [something] with [something],"['remote', 'blanket']",3,e_frame - s_frame < 4
7322,7322,7322,173750,taking bottle,Taking [one of many similar things on the table],['bottle'],2,
7332,7332,7332,46099,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,
7342,7342,7342,152298,moving color pencils down,Moving [something] down,['pen'],2,
7344,7344,7344,78240,moving cutter up,Moving [something] up,['cutter'],2,
7347,7347,7347,22354,pushing plastic bottle from left to right,Pushing [something] from left to right,['bottle'],2,
7350,7350,7350,211414,moving plate down,Moving [something] down,['plate'],2,
7361,7361,7361,85603,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
7363,7363,7363,86543,covering mouse with paper,Covering [something] with [something],"['mouse', 'paper']",3,
7370,7370,7370,5569,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
7380,7380,7380,122216,putting a toy on a surface,Putting [something] on a surface,['toy'],2,
7394,7394,7394,104789,moving plastic spoon down,Moving [something] down,['spoon'],2,
7422,7422,7422,87888,moving comb down,Moving [something] down,['comb'],2,
7423,7423,7423,52994,uncovering crayon,Uncovering [something],['crayon'],2,e_frame - s_frame < 4
7458,7458,7458,138091,uncovering a nail clipper,Uncovering [something],['cutter'],2,
7471,7471,7471,104550,pushing wallet from left to right,Pushing [something] from left to right,['wallet'],2,
7486,7486,7486,16528,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
7491,7491,7491,195242,pushing book from left to right,Pushing [something] from left to right,['book'],2,
7512,7512,7512,127672,moving mouse up,Moving [something] up,['mouse'],2,
7526,7526,7526,126401,pushing book from left to right,Pushing [something] from left to right,['book'],2,
7539,7539,7539,131942,pushing keys from right to left,Pushing [something] from right to left,['key'],2,
7541,7541,7541,214715,moving color pencils down,Moving [something] down,['pen'],2,
7544,7544,7544,29991,pushing stapler from left to right,Pushing [something] from left to right,['stapler'],2,
7591,7591,7591,146215,moving spoon down,Moving [something] down,['spoon'],2,
7596,7596,7596,42696,covering tomatoes with paper towel,Covering [something] with [something],"['tomato', 'towel']",3,e_frame - s_frame < 4
7603,7603,7603,186356,putting a candle on a surface,Putting [something] on a surface,['candle'],2,
